id,speaker,start,end,duration,reference,hypothesis,reference_words,hypothesis_words,hits,substitutions,deletions,insertions,errors,wer,perfect,substitution_details,deletion_details,insertion_details,note,changed
54,00054 SP 2,3:38.4,3:42.9,4.45s,anh coi đó là cơ hội nhé tại vì mình sinh ra cái thương hiệu cái sản phẩm này là từ bắt đầu,anh coi đó là cơ hội nhất tại vì mình sinh ra cái thương hiệu sản phẩm này là từ bắt đầu,23,22,21,1,1,0,2,0.08695652173913043,False,"[{""reference"": ""nhé"", ""hypothesis"": ""nhất"", ""reference_position"": [6, 7], ""hypothesis_position"": [6, 7], ""type"": ""substitution""}]","[{""reference"": ""cái"", ""hypothesis"": """", ""reference_position"": [15, 16], ""hypothesis_position"": [15, 15], ""type"": ""deletion""}]",[],,False
55,00055 SP 2,3:43.2,3:46.6,3.36s,cho nên mình cũng không bị đóng khung trong câu chuyện là phải như thế nào cho đúng,cho nên mình cũng không bị đóng phun trong câu chuyện là phải như thế nào cho đúng,18,18,17,1,0,0,1,0.05555555555555555,False,"[{""reference"": ""khung"", ""hypothesis"": ""phun"", ""reference_position"": [7, 8], ""hypothesis_position"": [7, 8], ""type"": ""substitution""}]",[],[],,True
56,00056 SP 2,3:47.4,3:50.6,3.20s,thì anh chỉ thấy là à ok có những cái nguyên tắc trong cái việc,thì anh chỉ thấy là a ok có những cái nguyên tắc trong cái việc à,15,16,14,1,0,1,2,0.13333333333333333,False,"[{""reference"": ""à"", ""hypothesis"": ""a"", ""reference_position"": [5, 6], ""hypothesis_position"": [5, 6], ""type"": ""substitution""}]",[],"[{""reference"": """", ""hypothesis"": ""à"", ""reference_position"": [15, 15], ""hypothesis_position"": [15, 16], ""type"": ""insertion""}]",,False
57,00057 SP 2,3:51.4,4:00.4,9.01s,tạo nên phong cách của một cuộc thi sắc đẹp mà mình nên giữ nhưng còn lại thì anh để cho bản thân và để cho tất cả đội ngũ của mình rất là thoải mái trong cách tư duy xây dựng format,tạo nên phổ mác của một cuộc thi sắc đẹp mà mình nên giữ nhưng còn lại thì anh để cho bản thân và để cho tất cả các đội ngũ của mình rất là thoải mái trong cách tư duy xây dựng phổ mác,43,45,40,3,0,2,5,0.11627906976744186,False,"[{""reference"": ""phong cách"", ""hypothesis"": ""phổ mác"", ""reference_position"": [2, 4], ""hypothesis_position"": [2, 4], ""type"": ""substitution""}, {""reference"": ""format"", ""hypothesis"": ""mác"", ""reference_position"": [42, 43], ""hypothesis_position"": [44, 45], ""type"": ""substitution""}]",[],"[{""reference"": """", ""hypothesis"": ""các"", ""reference_position"": [28, 28], ""hypothesis_position"": [28, 29], ""type"": ""insertion""}, {""reference"": """", ""hypothesis"": ""phổ"", ""reference_position"": [42, 42], ""hypothesis_position"": [43, 44], ""type"": ""insertion""}]",asr và tinh chỉnh sai,True
58,00058 SP 2,4:00.7,4:02.7,1.94s,cho nên là tụi anh gần như,cho nên là tụi anh gần như,7,7,7,0,0,0,0,0.0,True,[],[],[],,False
59,00059 SP 2,4:03.0,4:10.7,7.63s,phá cái cấu trúc truyền thống và khi mà đặt vào bất cứ một cái khuôn mẫu nào thì anh luôn tự hỏi là tại sao mình phải làm như vậy có cách nào làm khác đi không,phá cái cấu trúc truyền thống và khi mà đặt vào bất cứ một cái khuôn mẫu nào thì anh luôn tự hỏi là tại sao mình phải làm như vậy có cách nào làm khác đi không,38,38,38,0,0,0,0,0.0,True,[],[],[],,True
60,00060 SP 2,4:11.1,4:13.0,1.88s,thế nên là tụi anh cũng,thế nên là tụi anh cũng,6,6,6,0,0,0,0,0.0,True,[],[],[],,False
61,00061 SP 2,4:14.0,4:20.2,6.24s,có thể gọi là khá là táo bạo những câu chuyện là đập vỡ cái format truyền thống mà mình xây một cái phong cách hoàn toàn mới cho cosmo,có thể gọi là khá là táo bạo vì những câu chuyện là đập vỡ cái pho mát truyền thống và mình xây một cái phong cách hoàn toàn mới cho cốt bô,30,33,27,3,0,3,6,0.2,False,"[{""reference"": ""format"", ""hypothesis"": ""mát"", ""reference_position"": [15, 16], ""hypothesis_position"": [17, 18], ""type"": ""substitution""}, {""reference"": ""mà"", ""hypothesis"": ""và"", ""reference_position"": [18, 19], ""hypothesis_position"": [20, 21], ""type"": ""substitution""}, {""reference"": ""cosmo"", ""hypothesis"": ""bô"", ""reference_position"": [29, 30], ""hypothesis_position"": [32, 33], ""type"": ""substitution""}]",[],"[{""reference"": """", ""hypothesis"": ""vì"", ""reference_position"": [8, 8], ""hypothesis_position"": [8, 9], ""type"": ""insertion""}, {""reference"": """", ""hypothesis"": ""pho"", ""reference_position"": [15, 15], ""hypothesis_position"": [16, 17], ""type"": ""insertion""}, {""reference"": """", ""hypothesis"": ""cốt"", ""reference_position"": [29, 29], ""hypothesis_position"": [31, 32], ""type"": ""insertion""}]",từ format dễ bị asr nhầm thành phong cách,True
62,00062 SP 2,4:20.7,4:27.2,6.52s,ờ mà nói là chắc chắn sẽ thành công hoặc là anh tự tin là ok tôi làm khác tôi sẽ thắng,ờ nếu mà nói là chắc chắn sẽ thành công hoặc là anh tự tin là ok tôi làm khác tui sẽ trắng,22,23,20,2,0,1,3,0.13636363636363635,False,"[{""reference"": ""tôi"", ""hypothesis"": ""tui"", ""reference_position"": [19, 20], ""hypothesis_position"": [20, 21], ""type"": ""substitution""}, {""reference"": ""thắng"", ""hypothesis"": ""trắng"", ""reference_position"": [21, 22], ""hypothesis_position"": [22, 23], ""type"": ""substitution""}]",[],"[{""reference"": """", ""hypothesis"": ""nếu"", ""reference_position"": [1, 1], ""hypothesis_position"": [1, 2], ""type"": ""insertion""}]",asr sai,True
63,00063 SP 2,4:27.6,4:28.3,0.66s,thì không hẳn,thì không hẳn,3,3,3,0,0,0,0,0.0,True,[],[],[],,False
64,00064 SP 2,4:28.9,4:32.1,3.18s,nhưng mà chắc chắn anh nói đó nếu mà mình không làm khác thì chắc chắn là mình sẽ,nhưng mà chắc chắn anh nói đó nếu mà mình không làm khác thì chắc là mình sẽ,19,18,18,0,1,0,1,0.05263157894736842,False,[],"[{""reference"": ""chắn"", ""hypothesis"": """", ""reference_position"": [15, 16], ""hypothesis_position"": [15, 15], ""type"": ""deletion""}]",[],,False
65,00065 SP 2,4:32.4,4:33.4,1.00s,mình sẽ chỉ vậy thôi hoặc,mình sẽ chỉ vậy thôi hoặc,6,6,6,0,0,0,0,0.0,True,[],[],[],asr sai,True
66,00066 SP 2,4:33.7,4:34.7,1.00s,chắc chắn là chỉ thua thôi,chắc chắn là chỉ thua thôi,6,6,6,0,0,0,0,0.0,True,[],[],[],,False
67,00067 SP 2,4:35.1,4:37.8,2.72s,cho nên là bây giờ đây là một cái cuộc đặc cược,cho nên là bây giờ đây là một cái cuộc đặt cược,12,12,11,1,0,0,1,0.08333333333333333,False,"[{""reference"": ""đặc"", ""hypothesis"": ""đặt"", ""reference_position"": [10, 11], ""hypothesis_position"": [10, 11], ""type"": ""substitution""}]",[],[],asr sai,True
68,00068 SP 2,4:38.4,4:45.8,7.42s,dĩ nhiên là mình phải đặt cược với rất nhiều tâm huyết rất nhiều tư duy ở trong đó và tụi anh cũng test and learn cũng thử và học,dĩ nhiên là mình phải đặt cược với rất nhiều tâm huyết rất nhìu tư duy ở trong đó và tụi anh cũng ờ cũng tái sành lên cũng cũng thử và học,30,33,26,4,0,3,7,0.23333333333333334,False,"[{""reference"": ""nhiều"", ""hypothesis"": ""nhìu"", ""reference_position"": [13, 14], ""hypothesis_position"": [13, 14], ""type"": ""substitution""}, {""reference"": ""test and learn"", ""hypothesis"": ""sành lên cũng"", ""reference_position"": [23, 26], ""hypothesis_position"": [26, 29], ""type"": ""substitution""}]",[],"[{""reference"": """", ""hypothesis"": ""ờ cũng tái"", ""reference_position"": [23, 23], ""hypothesis_position"": [23, 26], ""type"": ""insertion""}]",asr sai,True
69,00069 SP 2,4:46.3,4:48.6,2.35s,cũng tham khảo ý kiến của rất nhiều nguồn,cũng tham khảo ý kiến của rất nhiều nguồn,9,9,9,0,0,0,0,0.0,True,[],[],[],,False
70,00070 SP 2,4:49.0,4:51.0,1.94s,và cũng có những cái mà anh thấy là à,và cũng có những cái mà anh thấy lạ,10,9,8,1,1,0,2,0.2,False,"[{""reference"": ""là"", ""hypothesis"": ""lạ"", ""reference_position"": [8, 9], ""hypothesis_position"": [8, 9], ""type"": ""substitution""}]","[{""reference"": ""à"", ""hypothesis"": """", ""reference_position"": [9, 10], ""hypothesis_position"": [9, 9], ""type"": ""deletion""}]",[],asr chưa tốt với chữ cuối có khi nên + 0.1s mỗi segment để tránh lỗi biên,True
71,00071 SP 2,4:51.3,4:57.5,6.20s,nó không được như mình kỳ vọng đó nhưng mình vẫn sẽ thử đó và cũng có những cái à ok cho tới bây giờ mọi người đã bắt đầu quen ví dụ như,nó không được như mình kỳ vọng đó nhưng mình vẫn sẽ thử nó và cũng có những cái à ô kê cho tới bây giờ mọi người đã bắt đầu quen ví dụ như,34,35,32,2,0,1,3,0.08823529411764706,False,"[{""reference"": ""đó"", ""hypothesis"": ""nó"", ""reference_position"": [13, 14], ""hypothesis_position"": [13, 14], ""type"": ""substitution""}, {""reference"": ""ok"", ""hypothesis"": ""kê"", ""reference_position"": [20, 21], ""hypothesis_position"": [21, 22], ""type"": ""substitution""}]",[],"[{""reference"": """", ""hypothesis"": ""ô"", ""reference_position"": [20, 20], ""hypothesis_position"": [20, 21], ""type"": ""insertion""}]",,False
72,00072 SP 1,4:52.7,4:52.9,0.26s,ừ,hừm,1,1,0,1,0,0,1,1.0,False,"[{""reference"": ""ừ"", ""hypothesis"": ""hừm"", ""reference_position"": [0, 1], ""hypothesis_position"": [0, 1], ""type"": ""substitution""}]",[],[],,False
73,00073 SP 2,4:57.9,4:59.7,1.84s,sau một cái format,sau một cái pho mát,4,5,3,1,0,1,2,0.5,False,"[{""reference"": ""format"", ""hypothesis"": ""mát"", ""reference_position"": [3, 4], ""hypothesis_position"": [4, 5], ""type"": ""substitution""}]",[],"[{""reference"": """", ""hypothesis"": ""pho"", ""reference_position"": [3, 3], ""hypothesis_position"": [3, 4], ""type"": ""insertion""}]",,True
74,00074 SP 2,5:00.7,5:04.5,3.77s,của việt nam thì bây giờ tụi anh công bố cái việc mà chọn top hai cho cuộc quốc tế,của việt nam thì bây giờ tụi anh công bố cái việc mà chọn top hai cho cúp quốc tế,20,20,19,1,0,0,1,0.05,False,"[{""reference"": ""cuộc"", ""hypothesis"": ""cúp"", ""reference_position"": [17, 18], ""hypothesis_position"": [17, 18], ""type"": ""substitution""}]",[],[],,True
75,00075 SP 2,5:04.8,5:08.0,3.22s,thì rất là nhiều khán giả của việt nam và quốc tế họ đã quen rồi và họ nói là à,thì rất là nhiều khán giả của việt nam và quốc tế họ đã quen rồi và họ nói là,21,20,20,0,1,0,1,0.047619047619047616,False,[],"[{""reference"": ""à"", ""hypothesis"": """", ""reference_position"": [20, 21], ""hypothesis_position"": [20, 20], ""type"": ""deletion""}]",[],,False
76,00076 SP 2,5:08.5,5:17.3,8.82s,thực ra đây không phải là một bài test nữa bởi vì tổ chức này đã làm điều đó ở cuộc thi việt nam và chắc chắn họ đã học được kinh nghiệm để tổ chức điều đó một cách chỉnh chu nhất,thật ra đây không phải là một cái một bài tét nữa tại vì các tổ chức này họ đã làm điều đó ở cuộc thi việt nam và chắc chắn họ đã học kinh nghiệm để tạo điều đó một cách chỉn chu nhất,43,45,36,5,2,4,11,0.2558139534883721,False,"[{""reference"": ""thực"", ""hypothesis"": ""thật"", ""reference_position"": [0, 1], ""hypothesis_position"": [0, 1], ""type"": ""substitution""}, {""reference"": ""test"", ""hypothesis"": ""tét"", ""reference_position"": [8, 9], ""hypothesis_position"": [10, 11], ""type"": ""substitution""}, {""reference"": ""bởi"", ""hypothesis"": ""tại"", ""reference_position"": [10, 11], ""hypothesis_position"": [12, 13], ""type"": ""substitution""}, {""reference"": ""tổ"", ""hypothesis"": ""tạo"", ""reference_position"": [34, 35], ""hypothesis_position"": [37, 38], ""type"": ""substitution""}, {""reference"": ""chỉnh"", ""hypothesis"": ""chỉn"", ""reference_position"": [40, 41], ""hypothesis_position"": [42, 43], ""type"": ""substitution""}]","[{""reference"": ""được"", ""hypothesis"": """", ""reference_position"": [30, 31], ""hypothesis_position"": [34, 34], ""type"": ""deletion""}, {""reference"": ""chức"", ""hypothesis"": """", ""reference_position"": [35, 36], ""hypothesis_position"": [38, 38], ""type"": ""deletion""}]","[{""reference"": """", ""hypothesis"": ""cái một"", ""reference_position"": [7, 7], ""hypothesis_position"": [7, 9], ""type"": ""insertion""}, {""reference"": """", ""hypothesis"": ""các"", ""reference_position"": [12, 12], ""hypothesis_position"": [14, 15], ""type"": ""insertion""}, {""reference"": """", ""hypothesis"": ""họ"", ""reference_position"": [15, 15], ""hypothesis_position"": [18, 19], ""type"": ""insertion""}]",asr sai với tiếng anh,True
77,00077 SP 2,5:17.8,5:19.8,1.96s,thì anh thấy happy là mình đã dám thử,thì anh đấy happy là mình đã dám thử,9,9,8,1,0,0,1,0.1111111111111111,False,"[{""reference"": ""thấy"", ""hypothesis"": ""đấy"", ""reference_position"": [2, 3], ""hypothesis_position"": [2, 3], ""type"": ""substitution""}]",[],[],asr sai,True
78,00078 SP 1,5:20.8,5:22.9,2.12s,nhưng mà trong mọi cái thử gọi là,nhưng mà trong mọi cái thử gọi là,8,8,8,0,0,0,0,0.0,True,[],[],[],,False
79,00079 SP 1,5:24.0,5:26.4,2.40s,như anh nói rằng là cái này nó làm mình test and learn,như anh nói rằng là cái này nó làm mình test and learn,13,13,13,0,0,0,0,0.0,True,[],[],[],từ tiếng anh qwen tinh chỉnh chọn sai,True
80,00080 SP 2,5:26.5,5:27.0,0.46s,thì,thì,1,1,1,0,0,0,0,0.0,True,[],[],[],chữ khá ngắn và qwen tinh chỉnh không chọn đúng,True
81,00081 SP 1,5:26.9,5:30.9,4.00s,nó sẽ không có đúng và sai nó chỉ có là nên hay không nên,nó không thì nó sẽ không có đúng và sai nó chỉ có là nên hay không nên,15,18,15,0,0,3,3,0.2,False,[],[],"[{""reference"": """", ""hypothesis"": ""không thì nó"", ""reference_position"": [1, 1], ""hypothesis_position"": [1, 4], ""type"": ""insertion""}]",đang dư chữ đầu người kế tiếp kể cả trong đoạn đã sạch,True
82,00082 SP 2,5:31.0,5:31.4,0.42s,dạ,nhờ,1,1,0,1,0,0,1,1.0,False,"[{""reference"": ""dạ"", ""hypothesis"": ""nhờ"", ""reference_position"": [0, 1], ""hypothesis_position"": [0, 1], ""type"": ""substitution""}]",[],[],qwen tinh chỉnh chọn sai,True
83,00083 SP 1,5:31.5,5:33.5,1.92s,thì trong suốt một quá trình đó,thì trong suốt một quá trình đó,7,7,7,0,0,0,0,0.0,True,[],[],[],,False
84,00084 SP 1,5:34.1,5:38.0,3.84s,đầu có một khoảnh khắc nào đó anh cảm thấy rằng là đáng lẽ mình không nên làm như vậy,đâu có một khoảnh khắc nào đó anh cảm thấy rằng là đáng lẽ mình không nên làm như vậy,20,20,19,1,0,0,1,0.05,False,"[{""reference"": ""đầu"", ""hypothesis"": ""đâu"", ""reference_position"": [0, 1], ""hypothesis_position"": [0, 1], ""type"": ""substitution""}]",[],[],,False
85,00085 SP 2,5:38.0,5:38.6,0.60s,ờ,ờ,1,1,1,0,0,0,0,0.0,True,[],[],[],đoạn backchannel khó cho asr,True
86,00086 SP 1,5:39.1,5:47.5,8.44s,hoặc là đáng lẽ nên mình giữ một chút nào đó gọi là fix mindset cái format cố định không hay là có một lúc nào mình quyết định mình nghĩ như vậy không,hoặc là đáng lẽ nên mình nên giữ một chút nào đấy nó gọi là cái gọi lại cái phích mai sét cái pho mát cố định không hay là đấy có một khoảnh khắc nào mình quyết định mình nghĩ như vậy không,34,44,29,5,0,10,15,0.4411764705882353,False,"[{""reference"": ""đó"", ""hypothesis"": ""nó"", ""reference_position"": [10, 11], ""hypothesis_position"": [12, 13], ""type"": ""substitution""}, {""reference"": ""fix mindset"", ""hypothesis"": ""gọi lại"", ""reference_position"": [13, 15], ""hypothesis_position"": [16, 18], ""type"": ""substitution""}, {""reference"": ""format"", ""hypothesis"": ""mát"", ""reference_position"": [16, 17], ""hypothesis_position"": [24, 25], ""type"": ""substitution""}, {""reference"": ""lúc"", ""hypothesis"": ""khắc"", ""reference_position"": [24, 25], ""hypothesis_position"": [34, 35], ""type"": ""substitution""}]",[],"[{""reference"": """", ""hypothesis"": ""nên"", ""reference_position"": [6, 6], ""hypothesis_position"": [6, 7], ""type"": ""insertion""}, {""reference"": """", ""hypothesis"": ""đấy"", ""reference_position"": [10, 10], ""hypothesis_position"": [11, 12], ""type"": ""insertion""}, {""reference"": """", ""hypothesis"": ""cái"", ""reference_position"": [13, 13], ""hypothesis_position"": [15, 16], ""type"": ""insertion""}, {""reference"": """", ""hypothesis"": ""phích mai sét cái pho"", ""reference_position"": [16, 16], ""hypothesis_position"": [19, 24], ""type"": ""insertion""}, {""reference"": """", ""hypothesis"": ""đấy"", ""reference_position"": [22, 22], ""hypothesis_position"": [30, 31], ""type"": ""insertion""}, {""reference"": """", ""hypothesis"": ""khoảnh"", ""reference_position"": [24, 24], ""hypothesis_position"": [33, 34], ""type"": ""insertion""}]",,True
