id,reference,base_hypothesis,final_hypothesis,base_wer,final_wer,wer_improvement,status,transition,base_errors,final_errors
98,suy nghĩ như vậy nó không có,suy nghĩ như vậy nó không có,suy nghĩ như vậy nó không có,0.0,0.0,0.0,unchanged,correct_to_correct,0,0
99,giúp ích được gì cho bản thân mình hết nên anh sẽ không nghĩ,giúp ích được gì cho bản thân mình hết nên anh sẽ không nghỉ,giúp ích được gì cho bản thân mình hết nên anh sẽ không nghĩ,0.07142857142857142,0.0,0.07142857142857142,improved,wrong_to_correct,1,0
100,còn câu chuyện là chắc chắn giống như em nói có những lúc mình thử xong mình sẽ học bài học làm sao,còn câu chuyện là chắc chắn giống như em nói có những lúc mình thử xong mình sẽ học được bài học làm sao,còn câu chuyện là chắc chắn giống như em nói có những lúc mình thử xong mình sẽ học sẽ bài học làm sao lầm sao sao,0.043478260869565216,0.17391304347826086,-0.13043478260869565,worsened,wrong_to_wrong,1,4
101,hoặc mình thấy là à ok cái này không phù hợp không phù hợp,mình thấy là cái này không phù hợp,hoặc mình thấy là này không cái này nó không phù hợp không phù hợt,0.42857142857142855,0.2857142857142857,0.14285714285714285,improved,wrong_to_wrong,6,4
102,có thể là bởi vì,có thể là bởi vì,có thể là bởi vì,0.0,0.0,0.0,unchanged,correct_to_correct,0,0
103,một là thời điểm,một là thời điểm,một là thời điểm,0.0,0.0,0.0,unchanged,correct_to_correct,0,0
104,thị trường chưa đón nhận hoặc chưa đủ để đón những cái sản phẩm này hoặc bản thân mình chưa đủ nội lực mà,thị trường chưa đón nhận hoặc chưa đủ để đón những cái sản phẩm này hoặc bản thân mình chưa được nỗ lực,thị trường chưa đón nhận hoặc chưa đủ để đón những cái sản phẩm này hoặc bản thân mình chưa đủ nội lực mà,0.125,0.0,0.125,improved,wrong_to_correct,3,0
105,ví dụ mình muốn làm cái mới mà nội lực mình chuẩn bị chưa xong,ví dụ mình muốn làm cái mới mà nội lực mình chuẩn bị chưa xong,ví dụ mình muốn làm cái mới mà nội lực mình chuẩn bị chưa xong,0.0,0.0,0.0,unchanged,correct_to_correct,0,0
106,thì dù là bất cứ lý do gì thì mình phải rút ra cái bài học là một là mình phải hoàn thiện nội lực hai là mình,thì dù là bất cứ lý do gì thì mình phải rút ra cái bài học là một là mình phải hoàn thiện nội lực hai là mình sẽ,thì dù là bất cứ lý do gì thì mình phải rút ra cái bài học là một là mình phải hoàn thiện nội lực hai là mình,0.03571428571428571,0.0,0.03571428571428571,improved,wrong_to_correct,1,0
107,educate thêm thị trường từ từ ba nữa là mình phải chờ đợi cái thành công nó đến muộn hơn chút xíu chẳng hạn,educate thêm thị trường từ từ mai nữa là mình phải chờ đợi cái thành công nó đến muộn hơn chút xíu chẳng hạn,educate thêm thị trường từ từ mãi nữa là mình phải chờ đợi cái thành công nó đến muộn hơn chút xíu chẳng hạn,0.041666666666666664,0.041666666666666664,0.0,unchanged,wrong_to_wrong,1,1
108,thì,thầy,thầy thì,1.0,1.0,0.0,unchanged,wrong_to_wrong,1,1
109,cuối cùng là,cuối cùng là,cuối cùng là,0.0,0.0,0.0,unchanged,correct_to_correct,0,0
110,cái cách làm mới nào,trái trách là mới nào,cái cách làm mới này,0.6,0.2,0.39999999999999997,improved,wrong_to_wrong,3,1
111,it cũng cần một cái khoảng thời gian để mình bắt đầu mình hái được quả,nó cũng cần một khoảng thời gian để mình bắt đầu hái được quả,it cũng cần một cái khoảng thời gian để mình bắt đầu mình hái được quả,0.1875,0.0,0.1875,improved,wrong_to_correct,3,0
112,quả nó đắng ngọt anh chưa biết nha nhưng mà chắc chắn là không thể nào nó có ngay được,quả nó đắng ngọt anh chưa biết nha nhưng mà chắc chắn là không thể nào nó có ngay được,quả nó đắng ngọt anh chưa biết nha nhưng mà chắc chắn là không thể nào nó có ngay được,0.0,0.0,0.0,unchanged,correct_to_correct,0,0
113,nên là,nên là,nên là,0.0,0.0,0.0,unchanged,correct_to_correct,0,0
114,anh thì anh cũng không sốt ruột đến mức như vậy,anh thì anh cũng không sốc ruột đến mức như vậy,anh thì anh cũng không sốt ruột đến mức như vậy,0.09090909090909091,0.0,0.09090909090909091,improved,wrong_to_correct,1,0
115,còn,còn,còn,0.0,0.0,0.0,unchanged,correct_to_correct,0,0
116,ở trong cái câu hỏi của em thì anh thấy có một ý đó là,ở trong cái câu hỏi của em thì anh thấy có một cái ý đó là,ở trong cái câu hỏi của em thì anh thấy có một ý đó là,0.06666666666666667,0.0,0.06666666666666667,improved,wrong_to_correct,1,0
117,có khi nào mà mình nên,có khi nào mà mình nên,có khi nào mà mình nên,0.0,0.0,0.0,unchanged,correct_to_correct,0,0
118,chung thành với một cái fix,chung thành với một cái fix,chung thành với một cái fix,0.0,0.0,0.0,unchanged,correct_to_correct,0,0
119,hoặc em nói là fix mindset á,hả em nói là fix my set à,hả em nói là fix mindset á,0.5714285714285714,0.14285714285714285,0.42857142857142855,improved,wrong_to_wrong,4,1
120,thì anh nghĩ là,thì anh nghĩ là,thì anh nghĩ là,0.0,0.0,0.0,unchanged,correct_to_correct,0,0
121,quan điểm của anh nha thứ đầu tiên là mình tốn rất là nhiều mình kỳ công mà để mình tạo nên cái mindset của mình,quan điểm của anh thứ đầu tiên là mình tốn rất là nhiều mình kỳ công mà để mình tạo nên cái mindset của mình,quan điểm của anh nha thứ đầu tiên là mình tốn rất là nhiều mình kỳ công mà để mình tạo nên cái mai sát của mình,0.038461538461538464,0.07692307692307693,-0.038461538461538464,worsened,wrong_to_wrong,1,2
122,cái tư duy của mình tại vì mindset của một người nó được tạo ra từ kiến thức của họ,cái tư duy của mình tại vì mindset của một người nó được tạo ra từ kiến thức của họ,cái tư duy của mình tại vì mái xếp của một người nó được tạo ra từ kiến thức của họ,0.0,0.1,-0.1,worsened,correct_to_wrong,0,2
123,từ những cái trải nghiệm từ kinh nghiệm của bản thân họ thì tạo nên cái tư duy của họ đúng không,từ những cái trải nghiệm từ chiêm nghiệp của bản thân họ thì tạo nên cái tư duyên của họ đúng không,từ những cái trải nghiệm từ kinh nghiệm của bản thân họ thì tạo nên cái tư duy của họ đúng không,0.13636363636363635,0.0,0.13636363636363635,improved,wrong_to_correct,3,0
124,và khi mình tạo lên được cái tư duy của mình á,và khi mình tạo lên được cái tư duy của mình á,và khi mình tạo lên được cái tư duy của mình á,0.0,0.0,0.0,unchanged,correct_to_correct,0,0
125,thì cái ngã đau nhất chính là ngã lên trên cái fixed mindset đó của mình tại vì mình tin là mình đúng mà,thì cái ngã đâu nhất chính là ngã lên trên cái mindset đó của mình tại vì mình tin là mình đúng mà,thì cái ngã đau nhất chính là ngã lên trên cái quick money bias đó của mình tại vì mình tin là mình đúng mà,0.08333333333333333,0.125,-0.04166666666666667,worsened,wrong_to_wrong,2,3
126,mình làm tất cả để mình tạo nên cái sản phẩm,mình làm tất cả để mình tạo nên cái sản phẩm,mình làm tất cả để mình tạo nên cái sản phẩm,0.0,0.0,0.0,unchanged,correct_to_correct,0,0
127,và sau đó mình ngã lên đó chính là cái ngã đau nhất cho nên ngay khi anh cảm giác là à cái này chắc chắn,và sau đó mình ngã ở trên đó chính là cái ngã đâu nhất cho nên là ngay khi mà anh cảm giác là à cái này chắc chắn,và sau đó mình ngã lên đó chính là cái ngã đau nhất cho nên khi anh cảm giác là à cái này chắc chắn,0.19230769230769232,0.038461538461538464,0.15384615384615385,improved,wrong_to_wrong,5,1
128,là rất đúng rồi á,là rất đúng rồi á,là rất đúng rồi á,0.0,0.0,0.0,unchanged,correct_to_correct,0,0
129,thì đó là cái lúc anh sẽ suy nghĩ lại,thì đó là cái lúc anh sẽ suy nghĩ lại,thì đó là khi anh sẽ suy nghĩ lại,0.0,0.2,-0.2,worsened,correct_to_wrong,0,2
130,tại vì anh tin là,tại vì em tin là,tại vì anh tin là,0.2,0.0,0.2,improved,wrong_to_correct,1,0
131,không có cái gì là một trăm phần trăm đúng và một cái gì một trăm phân trăm đúng của hôm nay chưa chắc qua ngày mai áp dụng lại nó đã được,không có cái gì là 100 đúng và một cái gì 100 của hôm nay chưa chắc qua ngày mai áp dụng lại nó đã được,không có cái gì là một trăm phần trăm đúng và một cái gì một trăm phân trăm đúng của hôm nay chưa chắc qua ngày mai áp dụng lại nó đã được,0.2727272727272727,0.0,0.2727272727272727,improved,wrong_to_correct,9,0
132,cho nên là mình vừa,cho nên là mình vừa,cho nên là mình vừa,0.0,0.0,0.0,unchanged,correct_to_correct,0,0
133,xây dựng lên nó nhưng mình vừa phải đập đổ đó đi,xây dựng lên nó nhưng mình vừa phải đập lỗ đó đi,xây dựng lên nó nhưng mình vừa phải đập đổ đó đi,0.08333333333333333,0.0,0.08333333333333333,improved,wrong_to_correct,1,0
134,thì mình mới có thể tiến lên được,thì mình mới hết tiếng lần được,thì mình mới có thể tiến lên được,0.5,0.0,0.5,improved,wrong_to_correct,4,0
135,quá trình mà tạo nên fix mindset em nghĩ nó gọi là quá trình learning,quá trình mà tạo nên fixed mindset em nghĩ nó gọi là quá trình learning,quá trình mà tạo nên fix mindset em nghĩ nó gọi là quá trình học hỏi,0.06666666666666667,0.13333333333333333,-0.06666666666666667,worsened,wrong_to_wrong,1,2
136,và tất cả mọi thứ mà mình đang như anh nói là mình nghĩ trong đầu rằng nó đúng như vậy,và tất cả mọi thứ mà mình đang như anh nói là mình nghĩ trong đầu rằng nó đúng như vậy,và tất cả mọi thứ mà mình đang như anh nói là mình nghĩ trong đầu rằng nó đúng như vậy,0.0,0.0,0.0,unchanged,correct_to_correct,0,0
137,ừ,ừ,ừ,0.0,0.0,0.0,unchanged,correct_to_correct,0,0
138,quá trình mình xây dựng lên như thế nó là tập hợp từ kinh nghiệm của bản thân,quá trình mình xây dựng lên như thế nó là tập hợp từ kinh nghiệm của bản thân,quá trình mình xây dựng lên như thế nó là tập hợp từ kinh nghiệm của bản thân,0.0,0.0,0.0,unchanged,correct_to_correct,0,0
139,cách cái quá trình của bản thân thậm chí là thu nhặt kiến thức từ người khác nữa thì trong cái hành trình anh làm việc từ khi đi học đại học ngoại thương đến khi mình ra ngoài làm việc bằng đó năm cho đến khi lên ceo,cách kể quá trình của bản thân thậm chí là thu nhặt kiến thức từ người khác nữa thì trong cái hành trình anh làm việc từ khi đi học đại học ngoại thương đến khi mình ra ngoài mình làm việc bằng đấy năm cho đến khi lên ceo,cách kể quá trình của bản thân thậm chí là thu nhặt kiến thức từ người khác nữa thì trong cái hành trình anh làm việc từ khi đi học đại học ngoại thương đến khi mình ra ngoài làm việc bằng đó năm cho đến khi lên ceo,0.061224489795918366,0.02040816326530612,0.04081632653061225,improved,wrong_to_wrong,3,1
140,thì đã bao giờ anh cảm thấy rằng là cái fix mindset của mình cái gọi là cái suy nghĩ cố định cái cái gọi là mặc định trong đầu á,thì đã bao giờ anh cảm thấy rằng là cái fix mindset của mình cái gọi là cái suy nghĩ cố định cái mặc định trong đầu á,thì đã bao giờ anh cảm thấy rằng là cái fix mindset của mình cái gọi là cái suy nghĩ cố định cái mặc định trong đầu á,0.0967741935483871,0.0967741935483871,0.0,unchanged,wrong_to_wrong,3,3
141,nó có vấn đề chưa,nó có vấn đề chứ,nó có vấn đề chưa,0.2,0.0,0.2,improved,wrong_to_correct,1,0
142,anh thấy cái đẹp như này tức là,anh thấy cái điệp như này tức là,anh thấy cái đẹp như này tức là,0.125,0.0,0.125,improved,wrong_to_correct,1,0
